show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s000143,Movie,Title 163 597,Director_339,"Actor_1499, Actor_1176, Actor_891, Actor_295",United States,2024-08-17,1992,G,71 min,"Action, Family, Reality TV",A compelling action story about title 163 597.
s000144,Movie,Title 482 581,,"Actor_591, Actor_1247",Spain,2019-04-21,2012,NR,157 min,"Reality TV, Family, Fantasy",A compelling reality tv story about title 482 581.
s000145,TV Show,Title 255 694,Director_250,"Actor_1604, Actor_1685, Actor_379, Actor_10",Australia,2021-08-10,2016,TV-14,7 Seasons,"Animation, Romance",A compelling animation story about title 255 694.
s000146,TV Show,Title 166 826,Director_64,"Actor_1302, Actor_570, Actor_808",Multiple,2007-12-18,2019,TV-14,1 Seasons,"Sci-Fi, Romance",A compelling sci-fi story about title 166 826.
s000147,Movie,Title 353 112,Director_58,"Actor_1466, Actor_1967, Actor_525, Actor_1216, Actor_850, Actor_314",Sweden,2017-09-17,2006,R,132 min,"Action, Sci-Fi, Romance",A compelling action story about title 353 112.
s000148,Movie,Title 172 240,Director_74,"Actor_1830, Actor_1565, Actor_1174, Actor_1314, Actor_137",Japan,2019-08-15,2000,TV-14,102 min,"Family, Dramas, Documentaries",A compelling family story about title 172 240.
s000149,Movie,Title 163 853,Director_709,"Actor_505, Actor_1842",Multiple,2018-11-09,1997,R,162 min,Reality TV,A compelling reality tv story about title 163 853.
s000150,TV Show,Title 327 224,,"Actor_1718, Actor_308, Actor_78, Actor_245, Actor_1677",Brazil,2021-04-25,2001,NR,10 Seasons,Comedies,A compelling comedies story about title 327 224.
s000151,Movie,Title 262 578,Director_797,"Actor_967, Actor_862, Actor_1390, Actor_847, Actor_663",United Kingdom,2019-08-17,1999,NR,148 min,"Fantasy, Animation",A compelling fantasy story about title 262 578.
s000152,Movie,Title 82 384,Director_718,"Actor_1202, Actor_276, Actor_177, Actor_520",Canada,2007-01-19,2009,TV-MA,80 min,Fantasy,A compelling fantasy story about title 82 384.
s000153,TV Show,Title 385 177,Director_151,"Actor_271, Actor_1310, Actor_1014, Actor_1024, Actor_1740, Actor_96",Brazil,2007-03-27,1991,G,13 Seasons,"Kids, Comedies, Animation",A compelling kids story about title 385 177.
s000154,Movie,Title 234 980,,"Actor_1798, Actor_545, Actor_800",United States,2024-08-06,2007,TV-MA,96 min,Animation,A compelling animation story about title 234 980.
s000155,Movie,Title 228 470,Director_157,"Actor_790, Actor_8, Actor_423",Australia,2007-08-04,2015,PG-13,124 min,"Horror, Animation",A compelling horror story about title 228 470.
s000156,Movie,Title 489 154,Director_183,"Actor_1387, Actor_1880, Actor_785, Actor_130, Actor_682",Multiple,2018-05-05,1993,R,141 min,"Comedies, Thrillers",A compelling comedies story about title 489 154.
s000157,Movie,Title 412 383,Director_729,"Actor_1004, Actor_1526, Actor_647, Actor_1815, Actor_691, Actor_1721",Netherlands,2014-10-15,2012,PG,103 min,"Comedies, Dramas, Documentaries",A compelling comedies story about title 412 383.
s000158,Movie,Title 128 453,Director_255,"Actor_1898, Actor_183, Actor_1328, Actor_1337",Italy,2018-02-04,2008,G,108 min,"Family, Documentaries",A compelling family story about title 128 453.
s000159,TV Show,Title 262 325,Director_346,"Actor_793, Actor_1291, Actor_1898",United States,2024-03-05,1993,TV-MA,13 Seasons,"Thrillers, Kids",A compelling thrillers story about title 262 325.
s000160,TV Show,Title 27 577,Director_569,"Actor_1510, Actor_50, Actor_890, Actor_21",Australia,2012-10-11,2021,PG,8 Seasons,Comedies,A compelling comedies story about title 27 577.
s000161,Movie,Title 277 823,Director_18,"Actor_916, Actor_9, Actor_288, Actor_1397, Actor_1132, Actor_953",India,2022-05-02,2008,TV-14,71 min,"Dramas, Fantasy, Action",A compelling dramas story about title 277 823.
s000162,TV Show,Title 313 112,Director_309,"Actor_1628, Actor_1504, Actor_269, Actor_1595",South Korea,2008-05-17,1999,PG,19 Seasons,Comedies,A compelling comedies story about title 313 112.
s000163,TV Show,Title 499 441,Director_302,"Actor_1044, Actor_341, Actor_526, Actor_850",South Korea,2023-01-21,2021,TV-PG,5 Seasons,"Romance, Thrillers",A compelling romance story about title 499 441.
s000164,Movie,Title 533 478,Director_507,"Actor_691, Actor_1614, Actor_1066, Actor_1109",Australia,2023-08-28,2016,PG,100 min,"Fantasy, Horror, Thrillers",A compelling fantasy story about title 533 478.
s000165,Movie,Title 593 611,Director_39,"Actor_353, Actor_1315, Actor_1152, Actor_1970, Actor_1312",Mexico,2011-07-03,2009,R,100 min,Comedies,A compelling comedies story about title 593 611.
s000166,Movie,Title 53 927,Director_333,"Actor_1958, Actor_1898, Actor_1681, Actor_913, Actor_102, Actor_1574",India,2012-05-10,1995,NR,135 min,"Crime, Comedies",A compelling crime story about title 53 927.
s000167,TV Show,Title 183 385,,"Actor_1166, Actor_866, Actor_1374, Actor_823, Actor_1151",Mexico,2019-10-09,2016,R,10 Seasons,"Animation, Reality TV",A compelling animation story about title 183 385.
s000168,Movie,Title 425 929,Director_557,"Actor_1932, Actor_13, Actor_141",Australia,2009-03-16,2005,R,74 min,"Dramas, Kids",A compelling dramas story about title 425 929.
s000169,Movie,Title 600 208,Director_136,"Actor_1330, Actor_1924, Actor_1273",South Korea,2005-07-05,2014,TV-14,180 min,"Kids, Sci-Fi, Reality TV",A compelling kids story about title 600 208.
s000170,Movie,Title 593 714,Director_225,"Actor_1879, Actor_1719, Actor_310, Actor_1942",United States,2021-04-22,1993,TV-MA,93 min,"Action, Documentaries, Kids",A compelling action story about title 593 714.
s000171,Movie,Title 469 782,Director_595,"Actor_1939, Actor_773, Actor_1232",Italy,2016-04-15,2021,R,134 min,"Horror, Family, Action",A compelling horror story about title 469 782.
s000172,Movie,Title 356 457,Director_270,"Actor_1205, Actor_1483, Actor_1865",Australia,2024-03-10,2002,PG-13,95 min,Sci-Fi,A compelling sci-fi story about title 356 457.
s000173,Movie,Title 25 882,Director_64,"Actor_1593, Actor_367, Actor_930",Australia,2005-07-02,2019,R,119 min,"Family, Fantasy, Documentaries",A compelling family story about title 25 882.
s000174,TV Show,Title 428 584,Director_276,"Actor_602, Actor_1904, Actor_1897, Actor_154, Actor_1630",Multiple,2005-05-25,2024,PG-13,13 Seasons,"Documentaries, Fantasy, Family",A compelling documentaries story about title 428 584.
s000175,Movie,Title 510 591,Director_86,"Actor_1975, Actor_1121, Actor_1652, Actor_1011, Actor_1397",Japan,2024-02-20,2003,TV-MA,90 min,Kids,A compelling kids story about title 510 591.
s000176,Movie,Title 74 6,Director_555,"Actor_1774, Actor_1605",Japan,2016-01-10,1999,TV-PG,163 min,"Dramas, Comedies",A compelling dramas story about title 74 6.
s000177,Movie,Title 448 225,Director_716,"Actor_1462, Actor_1507, Actor_459, Actor_1655, Actor_120, Actor_1850",Netherlands,2016-07-25,2003,PG-13,168 min,"Dramas, Action, Family",A compelling dramas story about title 448 225.
s000178,Movie,Title 506 339,Director_681,"Actor_1545, Actor_1054, Actor_572, Actor_616, Actor_506, Actor_1186",India,2006-04-11,2019,TV-14,84 min,"Family, Dramas",A compelling family story about title 506 339.
s000179,TV Show,Title 155 102,Director_669,"Actor_1597, Actor_1203, Actor_747, Actor_1061, Actor_815",Multiple,2010-11-25,2003,G,2 Seasons,"Action, Horror, Comedies",A compelling action story about title 155 102.
s000180,TV Show,Title 277 342,Director_288,"Actor_992, Actor_1812",Sweden,2012-06-08,1990,TV-14,14 Seasons,"Dramas, Thrillers, Action",A compelling dramas story about title 277 342.
s000181,TV Show,Title 363 138,Director_189,"Actor_1497, Actor_184, Actor_986",Japan,2010-01-13,1991,TV-PG,11 Seasons,"Sci-Fi, Documentaries",A compelling sci-fi story about title 363 138.
s000182,TV Show,Title 90 134,Director_278,"Actor_598, Actor_1597",Mexico,2006-10-16,2012,R,1 Seasons,"Sci-Fi, Comedies, Crime",A compelling sci-fi story about title 90 134.
s000183,Movie,Title 528 460,Director_747,"Actor_1347, Actor_520, Actor_723, Actor_709, Actor_1409",Netherlands,2018-03-26,2017,TV-PG,91 min,Kids,A compelling kids story about title 528 460.
s000184,Movie,Title 213 41,Director_44,"Actor_238, Actor_1594, Actor_378, Actor_181, Actor_1897",Mexico,2010-01-31,2019,TV-PG,134 min,Comedies,A compelling comedies story about title 213 41.
s000185,Movie,Title 80 648,Director_156,"Actor_164, Actor_215",Multiple,2011-08-08,1993,TV-MA,123 min,"Documentaries, Kids, Fantasy",A compelling documentaries story about title 80 648.
s000186,Movie,Title 272 888,,"Actor_191, Actor_75, Actor_544, Actor_1095, Actor_1951, Actor_1744",Multiple,2024-07-06,1993,R,75 min,Sci-Fi,A compelling sci-fi story about title 272 888.
s000187,Movie,Title 61 605,Director_638,"Actor_1749, Actor_348",Netherlands,2013-04-09,2022,TV-MA,151 min,"Animation, Dramas, Romance",A compelling animation story about title 61 605.
s000188,Movie,Title 349 239,Director_3,"Actor_1544, Actor_781, Actor_1791, Actor_587, Actor_447, Actor_1701",United Kingdom,2013-10-10,2013,G,172 min,"Horror, Fantasy",A compelling horror story about title 349 239.
s000189,Movie,Title 439 951,Director_305,"Actor_1370, Actor_651",Multiple,2008-07-23,2010,TV-14,104 min,Kids,A compelling kids story about title 439 951.
s000190,Movie,Title 129 56,Director_297,"Actor_500, Actor_1322, Actor_458, Actor_376, Actor_1358",Spain,2017-06-25,2023,R,173 min,"Reality TV, Romance, Family",A compelling reality tv story about title 129 56.
s000191,TV Show,Title 19 70,Director_183,"Actor_347, Actor_605, Actor_1056, Actor_618, Actor_1005",Netherlands,2006-01-29,2002,G,11 Seasons,"Dramas, Fantasy, Horror",A compelling dramas story about title 19 70.
s000192,TV Show,Title 399 942,Director_739,"Actor_802, Actor_1006, Actor_718",Australia,2021-03-19,2015,PG,10 Seasons,"Sci-Fi, Documentaries, Comedies",A compelling sci-fi story about title 399 942.
s000193,Movie,Title 360 347,Director_657,"Actor_1524, Actor_1904, Actor_1134, Actor_405",South Korea,2022-11-30,2023,G,169 min,"Sci-Fi, Reality TV",A compelling sci-fi story about title 360 347.
s000194,TV Show,Title 111 229,Director_372,"Actor_1131, Actor_1530, Actor_723, Actor_1055, Actor_1020, Actor_1358",United Kingdom,2022-11-12,2023,G,4 Seasons,"Documentaries, Fantasy",A compelling documentaries story about title 111 229.
s000195,TV Show,Title 103 296,Director_32,"Actor_1297, Actor_1304, Actor_928, Actor_1541",United Kingdom,2016-05-26,2005,PG,13 Seasons,Fantasy,A compelling fantasy story about title 103 296.
s000196,TV Show,Title 233 314,Director_267,"Actor_1278, Actor_1138, Actor_133",United States,2018-03-03,2007,R,7 Seasons,Sci-Fi,A compelling sci-fi story about title 233 314.
s000197,Movie,Title 110 274,Director_664,"Actor_1674, Actor_1596, Actor_1011, Actor_795, Actor_1626",Brazil,2005-09-16,1995,NR,130 min,"Reality TV, Fantasy",A compelling reality tv story about title 110 274.
s000198,Movie,Title 366 317,Director_231,"Actor_1493, Actor_1897, Actor_54",Sweden,2017-05-04,2008,R,76 min,"Family, Comedies",A compelling family story about title 366 317.
s000199,Movie,Title 506 537,Director_652,"Actor_582, Actor_1468",United Kingdom,2009-08-10,2013,TV-14,90 min,Family,A compelling family story about title 506 537.
s000200,Movie,Title 540 728,Director_710,"Actor_125, Actor_1030, Actor_1925, Actor_1729, Actor_1972",Multiple,2019-07-29,1990,NR,118 min,"Sci-Fi, Family, Action",A compelling sci-fi story about title 540 728.
s000201,Movie,Title 59 229,,"Actor_1406, Actor_982, Actor_1510, Actor_1320, Actor_108, Actor_219",United States,2019-05-25,2024,PG,98 min,"Documentaries, Animation, Romance",A compelling documentaries story about title 59 229.
s000202,TV Show,Title 522 955,Director_46,"Actor_242, Actor_134, Actor_840, Actor_1172",Australia,2010-07-10,2006,NR,13 Seasons,"Comedies, Kids, Documentaries",A compelling comedies story about title 522 955.
s000203,Movie,Title 119 59,,"Actor_1031, Actor_211",Canada,2011-07-02,2009,TV-PG,85 min,Dramas,A compelling dramas story about title 119 59.
s000204,Movie,Title 37 316,Director_371,"Actor_182, Actor_703, Actor_1476, Actor_593, Actor_1927",Multiple,2013-09-16,2006,R,126 min,"Kids, Reality TV, Family",A compelling kids story about title 37 316.
s000205,Movie,Title 442 399,Director_726,"Actor_1053, Actor_384, Actor_36, Actor_1655",Spain,2020-01-13,1997,G,74 min,Family,A compelling family story about title 442 399.
s000206,Movie,Title 124 328,Director_189,"Actor_1895, Actor_834",Mexico,2018-02-15,2004,TV-14,165 min,"Dramas, Romance",A compelling dramas story about title 124 328.
s000207,TV Show,Title 203 877,Director_643,"Actor_1188, Actor_1594, Actor_961, Actor_1978, Actor_217, Actor_795",Japan,2022-06-14,1993,TV-14,19 Seasons,Crime,A compelling crime story about title 203 877.
s000208,Movie,Title 460 760,Director_20,"Actor_150, Actor_994, Actor_671, Actor_969",Multiple,2015-05-28,2024,PG-13,85 min,"Animation, Dramas, Romance",A compelling animation story about title 460 760.
s000209,Movie,Title 439 460,Director_229,"Actor_129, Actor_167, Actor_575, Actor_970, Actor_386, Actor_1525",Sweden,2006-08-27,1995,NR,103 min,"Fantasy, Family, Sci-Fi",A compelling fantasy story about title 439 460.
s000210,TV Show,Title 76 596,Director_51,"Actor_679, Actor_34",India,2021-06-26,2007,R,12 Seasons,"Romance, Thrillers, Crime",A compelling romance story about title 76 596.
s000211,Movie,Title 481 590,Director_411,"Actor_1821, Actor_897, Actor_1101, Actor_1266, Actor_1769, Actor_1721",South Korea,2019-09-17,2024,TV-PG,158 min,"Romance, Thrillers, Horror",A compelling romance story about title 481 590.
s000212,TV Show,Title 473 126,Director_701,"Actor_760, Actor_388",Netherlands,2011-10-11,2007,TV-PG,9 Seasons,Kids,A compelling kids story about title 473 126.
s000213,TV Show,Title 493 363,,"Actor_1594, Actor_954, Actor_391",Mexico,2023-03-08,2003,TV-PG,5 Seasons,"Sci-Fi, Thrillers, Action",A compelling sci-fi story about title 493 363.
s000214,Movie,Title 338 986,Director_166,"Actor_400, Actor_546, Actor_1113, Actor_1337, Actor_317, Actor_4",Italy,2019-07-04,2004,TV-MA,111 min,"Family, Dramas, Comedies",A compelling family story about title 338 986.
s000215,TV Show,Title 424 521,Director_334,"Actor_1238, Actor_373, Actor_660",Sweden,2018-11-11,2021,TV-14,19 Seasons,"Romance, Family",A compelling romance story about title 424 521.
s000216,Movie,Title 449 483,Director_299,"Actor_1659, Actor_609, Actor_1041, Actor_785",Australia,2008-06-10,1996,R,155 min,Documentaries,A compelling documentaries story about title 449 483.
s000217,Movie,Title 327 853,Director_117,"Actor_117, Actor_1571, Actor_1502",Multiple,2017-02-07,2003,R,149 min,"Horror, Family, Animation",A compelling horror story about title 327 853.
s000218,TV Show,Title 72 778,Director_388,"Actor_1229, Actor_642, Actor_462",Italy,2017-08-01,2010,TV-MA,18 Seasons,"Crime, Action, Comedies",A compelling crime story about title 72 778.
s000219,TV Show,Title 492 476,Director_554,"Actor_1134, Actor_1850, Actor_1402, Actor_732",Netherlands,2006-07-31,2010,PG,7 Seasons,"Fantasy, Thrillers",A compelling fantasy story about title 492 476.
s000220,Movie,Title 412 115,Director_693,"Actor_1514, Actor_1437, Actor_1501, Actor_1798",United Kingdom,2015-05-04,2001,PG,124 min,"Documentaries, Dramas, Animation",A compelling documentaries story about title 412 115.
s000221,Movie,Title 50 141,Director_143,"Actor_132, Actor_1982, Actor_1300",Sweden,2012-07-10,1996,PG-13,112 min,Romance,A compelling romance story about title 50 141.
s000222,Movie,Title 219 420,Director_608,"Actor_1676, Actor_1005, Actor_1995, Actor_1048",Mexico,2012-09-30,1991,TV-MA,95 min,"Action, Animation",A compelling action story about title 219 420.
s000223,Movie,Title 118 61,,"Actor_723, Actor_1885, Actor_1457, Actor_653, Actor_1333, Actor_886",Germany,2024-11-19,1992,TV-MA,135 min,"Dramas, Comedies, Fantasy",A compelling dramas story about title 118 61.
s000224,TV Show,Title 237 520,Director_333,"Actor_113, Actor_1628, Actor_1252, Actor_862, Actor_545, Actor_883",France,2023-06-27,2013,PG-13,1 Seasons,"Family, Dramas, Comedies",A compelling family story about title 237 520.
s000225,Movie,Title 545 362,Director_707,"Actor_1022, Actor_1968",Italy,2016-02-18,1995,TV-14,92 min,"Dramas, Thrillers",A compelling dramas story about title 545 362.
s000226,TV Show,Title 157 219,Director_191,"Actor_257, Actor_1131",United Kingdom,2006-11-27,1993,TV-14,7 Seasons,"Dramas, Romance",A compelling dramas story about title 157 219.
s000227,Movie,Title 438 129,Director_283,"Actor_498, Actor_2000",Australia,2012-10-03,1996,PG,91 min,"Kids, Documentaries, Romance",A compelling kids story about title 438 129.
s000228,Movie,Title 108 447,Director_675,"Actor_1800, Actor_85",Mexico,2020-06-09,2012,TV-MA,80 min,Family,A compelling family story about title 108 447.
s000229,TV Show,Title 163 753,Director_508,"Actor_120, Actor_722, Actor_1515",France,2014-06-10,2003,G,3 Seasons,Thrillers,A compelling thrillers story about title 163 753.
s000230,Movie,Title 342 505,Director_35,"Actor_1830, Actor_362, Actor_1952, Actor_222",Multiple,2014-06-30,2017,TV-MA,90 min,"Sci-Fi, Kids",A compelling sci-fi story about title 342 505.
s000231,TV Show,Title 349 757,Director_460,"Actor_152, Actor_234, Actor_832",Spain,2007-01-23,1997,TV-14,1 Seasons,"Animation, Kids",A compelling animation story about title 349 757.
s000232,Movie,Title 475 402,Director_319,"Actor_468, Actor_1789, Actor_1823, Actor_725, Actor_439, Actor_912",Australia,2013-04-07,2014,TV-PG,110 min,"Action, Thrillers, Horror",A compelling action story about title 475 402.
s000233,Movie,Title 160 300,Director_310,"Actor_671, Actor_54",Canada,2005-04-12,1990,G,135 min,"Reality TV, Sci-Fi",A compelling reality tv story about title 160 300.
